source_article,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20
1052.0,1429.0,1170.0,1427.0,1431.0,1293.0,1436.0,43.0,1330.0,1160.0,1162.0,1338.0,1164.0,1430.0,1354.0,1314.0,1398.0,1336.0,1423.0,1351.0,1053.0
1393.0,1293.0,1429.0,1162.0,1330.0,1343.0,1427.0,1364.0,1185.0,1314.0,1395.0,1160.0,1170.0,1394.0,1351.0,1436.0,1431.0,1354.0,1172.0,1174.0,1360.0
362.0,1429.0,1427.0,1276.0,1172.0,1293.0,1330.0,43.0,1431.0,1162.0,1338.0,29.0,12.0,1354.0,1360.0,1052.0,969.0,1170.0,1160.0,732.0,1305.0
1364.0,1293.0,1429.0,1162.0,1351.0,1330.0,1427.0,1431.0,1304.0,1436.0,1393.0,1170.0,1172.0,1185.0,1314.0,1276.0,1305.0,1343.0,1338.0,1368.0,43.0
194.0,1429.0,1431.0,1293.0,1330.0,1351.0,1162.0,1314.0,1427.0,43.0,1274.0,1354.0,1364.0,164.0,1172.0,1398.0,1338.0,1391.0,1170.0,1393.0,1160.0
1162.0,1429.0,1293.0,1393.0,1364.0,1172.0,1330.0,1431.0,1305.0,1338.0,1427.0,1436.0,1351.0,1160.0,43.0,1314.0,12.0,213.0,1368.0,29.0,241.0
1324.0,1429.0,1427.0,1330.0,1364.0,1436.0,1431.0,1185.0,1368.0,1351.0,1398.0,1293.0,1332.0,1162.0,1276.0,1430.0,1314.0,1354.0,1174.0,1163.0,1172.0
460.0,43.0,1354.0,1400.0,448.0,1314.0,310.0,109.0,933.0,1330.0,1427.0,1436.0,1305.0,1158.0,1405.0,1412.0,1016.0,125.0,1430.0,12.0,495.0
1431.0,1429.0,1293.0,1170.0,1330.0,1436.0,1172.0,1427.0,1364.0,1162.0,43.0,1160.0,1336.0,1351.0,1314.0,1185.0,1343.0,1338.0,1354.0,33.0,1276.0
189.0,1330.0,725.0,1052.0,33.0,1164.0,1431.0,151.0,1305.0,729.0,1436.0,812.0,795.0,1162.0,766.0,1163.0,542.0,20.0,1391.0,1338.0,593.0
1164.0,1429.0,1330.0,1293.0,1436.0,1364.0,1431.0,1165.0,1172.0,1163.0,1052.0,43.0,1170.0,1276.0,1162.0,1354.0,1427.0,1185.0,1351.0,1336.0,1160.0
1427.0,1429.0,1293.0,1351.0,1354.0,1314.0,1185.0,1436.0,1276.0,1330.0,1338.0,1160.0,1431.0,1172.0,1364.0,1170.0,1162.0,1343.0,1393.0,43.0,1398.0
1332.0,1429.0,1330.0,1368.0,1436.0,1398.0,1431.0,1367.0,1427.0,1422.0,1293.0,1338.0,1276.0,1351.0,1162.0,1324.0,43.0,1296.0,1314.0,241.0,1364.0
1172.0,1429.0,1170.0,1293.0,1162.0,1330.0,43.0,1431.0,1427.0,1436.0,29.0,1276.0,1364.0,1305.0,1351.0,1354.0,1338.0,1185.0,12.0,1314.0,1171.0
1410.0,1271.0,1185.0,1219.0,1330.0,1427.0,1160.0,1314.0,43.0,1298.0,1025.0,1400.0,1364.0,1170.0,164.0,1338.0,1368.0,1351.0,1356.0,1398.0,651.0
1368.0,1429.0,1304.0,1293.0,1330.0,1162.0,1364.0,1427.0,1351.0,1431.0,1338.0,1314.0,1185.0,1436.0,43.0,1276.0,1172.0,1430.0,1271.0,1305.0,1160.0
1305.0,1429.0,1162.0,1172.0,1304.0,43.0,1293.0,1364.0,1330.0,1431.0,1338.0,1436.0,29.0,12.0,1276.0,1314.0,1367.0,1354.0,1160.0,1423.0,1185.0
1053.0,1427.0,1429.0,1436.0,1170.0,1054.0,1185.0,1160.0,1354.0,1314.0,1351.0,1338.0,1398.0,1052.0,1276.0,1330.0,1431.0,1364.0,1293.0,1336.0,1162.0
1054.0,1429.0,1427.0,1364.0,1293.0,1330.0,1185.0,1053.0,1162.0,1165.0,1431.0,1430.0,1436.0,1351.0,1393.0,1160.0,1170.0,1368.0,1276.0,1338.0,1314.0
349.0,1429.0,1185.0,1364.0,1427.0,1436.0,1393.0,1330.0,1293.0,1160.0,1162.0,1172.0,1351.0,237.0,1314.0,1163.0,151.0,124.0,1164.0,1368.0,1431.0
1304.0,1364.0,1368.0,1293.0,1429.0,1305.0,1330.0,1437.0,1172.0,1162.0,1351.0,43.0,1431.0,1427.0,1170.0,1338.0,1400.0,1165.0,1354.0,1160.0,1185.0
1436.0,1429.0,1427.0,1431.0,1330.0,1293.0,1364.0,1172.0,1162.0,43.0,1354.0,1351.0,1163.0,1338.0,1170.0,1160.0,1314.0,1343.0,1185.0,729.0,1276.0
316.0,1429.0,43.0,1293.0,29.0,1172.0,1162.0,1330.0,12.0,1431.0,1305.0,1354.0,1436.0,1276.0,1338.0,1423.0,969.0,1364.0,1427.0,943.0,1185.0
1279.0,1330.0,1393.0,1427.0,43.0,1398.0,1436.0,1162.0,1428.0,1271.0,1395.0,1420.0,732.0,667.0,1429.0,681.0,1403.0,1293.0,1368.0,151.0,684.0
1441.0,1431.0,1328.0,1356.0,1400.0,1158.0,1225.0,1405.0,1412.0,1304.0,1434.0,1324.0,679.0,898.0,1320.0,1313.0,1179.0,1358.0,1181.0,1192.0,1307.0
162.0,1429.0,1330.0,1162.0,1393.0,43.0,1364.0,1431.0,1336.0,1427.0,1165.0,1185.0,1160.0,1430.0,1293.0,1368.0,1436.0,20.0,1172.0,1332.0,1163.0
1330.0,1429.0,1431.0,1293.0,1160.0,1427.0,1162.0,1172.0,1393.0,1170.0,1364.0,1436.0,1185.0,1314.0,43.0,1165.0,1276.0,1351.0,1354.0,1336.0,1360.0
1343.0,1429.0,1293.0,1393.0,1427.0,1330.0,1431.0,1364.0,1436.0,1351.0,1162.0,1314.0,1185.0,1354.0,1317.0,1160.0,1172.0,1395.0,1336.0,43.0,1338.0
1070.0,1400.0,1426.0,1158.0,1328.0,1405.0,1412.0,1172.0,1429.0,1324.0,1431.0,1314.0,124.0,43.0,1305.0,1157.0,679.0,898.0,617.0,1434.0,1320.0
1184.0,1170.0,1398.0,1429.0,1052.0,1427.0,43.0,1431.0,1162.0,124.0,237.0,241.0,1424.0,109.0,1364.0,1166.0,1330.0,1276.0,409.0,1016.0,1336.0
409.0,1429.0,1427.0,43.0,1293.0,1330.0,1431.0,1172.0,1162.0,237.0,1170.0,1364.0,29.0,12.0,729.0,1436.0,1423.0,1354.0,1276.0,969.0,124.0
1423.0,1429.0,1293.0,43.0,1431.0,1172.0,29.0,1330.0,1162.0,1436.0,1427.0,1364.0,1305.0,1338.0,1276.0,12.0,1396.0,969.0,1314.0,1052.0,1360.0
943.0,1429.0,1293.0,1162.0,43.0,1172.0,1431.0,29.0,1330.0,1436.0,1170.0,1338.0,12.0,1351.0,1364.0,1305.0,969.0,1423.0,1276.0,1163.0,1360.0
871.0,1364.0,1185.0,1427.0,681.0,1430.0,1330.0,1351.0,1393.0,1338.0,1314.0,1160.0,1431.0,1429.0,1276.0,1436.0,1368.0,1274.0,723.0,34.0,379.0
1420.0,1427.0,1162.0,1330.0,1172.0,1170.0,1429.0,1163.0,1276.0,1338.0,1364.0,1436.0,1185.0,1431.0,1274.0,1293.0,1368.0,1351.0,1166.0,1426.0,681.0
844.0,1330.0,1427.0,1396.0,1423.0,1052.0,1276.0,1160.0,1172.0,12.0,1364.0,1293.0,1436.0,1165.0,1163.0,1170.0,1304.0,1336.0,1429.0,1431.0,43.0
1163.0,1429.0,1436.0,1330.0,1427.0,1185.0,1172.0,1162.0,1364.0,1293.0,1431.0,1314.0,1338.0,1276.0,1160.0,1164.0,1360.0,1170.0,43.0,1354.0,1430.0
1400.0,1364.0,1304.0,1330.0,1185.0,1314.0,1429.0,1305.0,1427.0,1437.0,1293.0,1271.0,1431.0,1338.0,1165.0,1351.0,1368.0,1160.0,1174.0,1162.0,1430.0
1405.0,1314.0,1394.0,1162.0,1400.0,1271.0,1427.0,241.0,1338.0,732.0,1313.0,1317.0,1328.0,1305.0,1172.0,1403.0,1160.0,1412.0,1396.0,1436.0,12.0
1328.0,1271.0,1427.0,1320.0,1431.0,1052.0,1351.0,1160.0,1330.0,1314.0,1400.0,1364.0,732.0,1162.0,1368.0,1436.0,1357.0,1429.0,1405.0,1338.0,1356.0
977.0,1429.0,1314.0,1160.0,1427.0,1185.0,108.0,1330.0,1354.0,1400.0,939.0,1431.0,788.0,20.0,1174.0,1274.0,681.0,237.0,1368.0,1422.0,1364.0
930.0,686.0,880.0,1393.0,751.0,268.0,732.0,1427.0,517.0,1008.0,1430.0,1293.0,1271.0,1351.0,968.0,1276.0,1368.0,1396.0,241.0,1386.0,1168.0
1360.0,1429.0,1330.0,1293.0,1427.0,43.0,1172.0,1431.0,1436.0,1162.0,1160.0,1430.0,1276.0,1393.0,29.0,1314.0,1338.0,1351.0,1364.0,1185.0,1170.0
695.0,1427.0,1436.0,1162.0,1170.0,1314.0,1172.0,1163.0,1393.0,1052.0,241.0,1396.0,1338.0,1423.0,1271.0,1430.0,189.0,12.0,1274.0,844.0,1293.0
730.0,1314.0,1429.0,1274.0,1364.0,1293.0,1176.0,1351.0,1354.0,1427.0,1305.0,164.0,1330.0,1276.0,1391.0,1431.0,1175.0,1185.0,1398.0,116.0,1162.0
586.0,43.0,1368.0,1276.0,1330.0,1185.0,1052.0,164.0,1336.0,1314.0,1338.0,1163.0,1075.0,1077.0,1162.0,36.0,1186.0,1416.0,749.0,109.0,651.0
310.0,1427.0,12.0,1430.0,1429.0,1162.0,1351.0,1364.0,1368.0,1431.0,43.0,1436.0,1160.0,1293.0,1052.0,1163.0,1338.0,1185.0,1330.0,1423.0,1314.0
131.0,1429.0,1330.0,43.0,1293.0,1164.0,1162.0,1436.0,1343.0,1305.0,1052.0,1431.0,1314.0,1393.0,1423.0,29.0,1364.0,1172.0,969.0,729.0,124.0
50.0,1429.0,1172.0,1431.0,1293.0,43.0,1330.0,29.0,732.0,1423.0,12.0,1314.0,1436.0,1338.0,482.0,1162.0,1276.0,1274.0,1343.0,1351.0,1427.0
1157.0,1429.0,1155.0,1174.0,1394.0,1185.0,1158.0,1330.0,1314.0,1024.0,1172.0,193.0,1324.0,1364.0,1170.0,120.0,1432.0,1427.0,1398.0,1047.0,103.0
1411.0,1271.0,1427.0,1296.0,1330.0,1170.0,1398.0,1219.0,1162.0,1430.0,1172.0,1409.0,1368.0,1410.0,1351.0,1354.0,1394.0,1163.0,981.0,1276.0,880.0
1351.0,1429.0,1427.0,1293.0,1364.0,1431.0,1162.0,1330.0,1314.0,1436.0,1172.0,1354.0,1170.0,1338.0,1160.0,1276.0,1185.0,1368.0,1393.0,1343.0,1398.0
962.0,645.0,1332.0,1429.0,1336.0,138.0,1305.0,1160.0,684.0,1054.0,1350.0,20.0,1304.0,868.0,1170.0,1162.0,1172.0,1422.0,1293.0,124.0,1427.0
1189.0,1271.0,1165.0,1304.0,1398.0,1169.0,1336.0,1436.0,1185.0,1274.0,1150.0,1320.0,1439.0,43.0,1431.0,1330.0,193.0,1017.0,1356.0,1402.0,732.0
359.0,1429.0,1293.0,1162.0,1393.0,1330.0,43.0,1172.0,29.0,1431.0,1364.0,1436.0,1354.0,943.0,1305.0,1343.0,1336.0,12.0,1276.0,1338.0,1423.0
1165.0,1330.0,1429.0,1431.0,1293.0,1164.0,1364.0,1185.0,1336.0,1436.0,1354.0,1304.0,1170.0,1368.0,1175.0,1162.0,1351.0,1172.0,1054.0,1160.0,1174.0
1059.0,1429.0,1431.0,1351.0,1271.0,1427.0,1436.0,1314.0,1364.0,1393.0,1162.0,1293.0,1430.0,1368.0,1172.0,1320.0,1386.0,1274.0,1163.0,1398.0,1343.0
1293.0,1429.0,1393.0,1431.0,1364.0,1427.0,1162.0,1330.0,1343.0,1172.0,43.0,1351.0,29.0,1354.0,1436.0,1170.0,1338.0,1185.0,1160.0,1304.0,1276.0
1160.0,1429.0,1330.0,1427.0,1314.0,1293.0,1431.0,1162.0,1351.0,1436.0,1185.0,1393.0,1338.0,1364.0,1172.0,1354.0,1432.0,1170.0,1336.0,1174.0,1360.0
788.0,1429.0,260.0,1431.0,1354.0,1314.0,1185.0,977.0,607.0,1343.0,1364.0,1160.0,1330.0,43.0,151.0,1162.0,316.0,1304.0,1165.0,1305.0,1336.0
1359.0,1400.0,1304.0,50.0,1158.0,1405.0,1412.0,1351.0,1328.0,268.0,1172.0,846.0,1324.0,679.0,1052.0,898.0,1320.0,1313.0,1420.0,1429.0,1139.0
898.0,1364.0,1427.0,1338.0,1429.0,1330.0,1163.0,1052.0,1368.0,43.0,1162.0,1314.0,1400.0,1274.0,943.0,1185.0,1332.0,1293.0,1431.0,1423.0,124.0
270.0,1330.0,1338.0,732.0,120.0,1171.0,1331.0,241.0,1164.0,1364.0,495.0,244.0,682.0,8.0,721.0,213.0,34.0,911.0,636.0,975.0,1050.0
302.0,1429.0,1172.0,1293.0,1162.0,43.0,29.0,1436.0,1427.0,1330.0,1276.0,1338.0,12.0,1305.0,943.0,1314.0,969.0,1431.0,1364.0,1423.0,1052.0
1333.0,1429.0,1427.0,1354.0,1410.0,1298.0,1330.0,43.0,1185.0,1336.0,1170.0,1172.0,1296.0,1271.0,1295.0,1163.0,1186.0,1351.0,1368.0,1176.0,681.0
1166.0,1429.0,1162.0,1436.0,1170.0,1293.0,1427.0,1364.0,1314.0,1172.0,1330.0,1393.0,1431.0,241.0,1354.0,43.0,1305.0,1338.0,1351.0,1171.0,1185.0
1174.0,1429.0,1330.0,1427.0,1185.0,1160.0,1393.0,1314.0,1436.0,1431.0,1293.0,1364.0,1351.0,1354.0,1165.0,1162.0,1170.0,1398.0,1172.0,1338.0,1400.0
785.0,1430.0,1351.0,681.0,651.0,1360.0,1427.0,1398.0,1314.0,1368.0,1436.0,1431.0,1338.0,1332.0,1393.0,1364.0,1185.0,164.0,1276.0,1330.0,241.0
1313.0,1405.0,1271.0,1170.0,1400.0,1314.0,732.0,1328.0,1429.0,1305.0,390.0,1356.0,1364.0,1320.0,1160.0,1158.0,1412.0,1052.0,1427.0,1351.0,1394.0
667.0,1330.0,43.0,1431.0,1185.0,1162.0,1172.0,1368.0,1276.0,1052.0,1436.0,1351.0,1398.0,1429.0,1427.0,1314.0,109.0,1386.0,1403.0,943.0,1293.0
528.0,1314.0,1338.0,1400.0,1393.0,1052.0,1427.0,1436.0,1293.0,1368.0,681.0,1276.0,1364.0,1160.0,1330.0,1163.0,1185.0,1162.0,1431.0,1053.0,379.0
1228.0,825.0,1162.0,428.0,1304.0,1400.0,1163.0,1186.0,151.0,125.0,1282.0,1351.0,1025.0,1053.0,98.0,1402.0,1271.0,359.0,1280.0,1433.0,1305.0
1422.0,1330.0,1429.0,237.0,1293.0,1160.0,1364.0,1332.0,1427.0,1185.0,1338.0,1360.0,1439.0,1314.0,1393.0,1292.0,1162.0,1274.0,1368.0,1324.0,1431.0
1349.0,1429.0,1427.0,1364.0,1185.0,1170.0,1293.0,53.0,1431.0,1410.0,1054.0,1336.0,43.0,1160.0,1298.0,1276.0,732.0,390.0,1351.0,1180.0,1393.0
1326.0,1410.0,1298.0,1427.0,1185.0,1364.0,1349.0,1324.0,1333.0,1315.0,43.0,164.0,1175.0,1165.0,260.0,1406.0,1358.0,1440.0,109.0,,
693.0,1429.0,1293.0,43.0,29.0,1314.0,1172.0,1364.0,1304.0,1162.0,1351.0,1305.0,1330.0,1400.0,1423.0,12.0,1276.0,732.0,1338.0,1431.0,482.0
887.0,1429.0,1162.0,1351.0,1293.0,1314.0,1170.0,1330.0,1431.0,1160.0,1427.0,1338.0,1398.0,1305.0,1393.0,43.0,1172.0,1432.0,1364.0,1185.0,1430.0
1169.0,1165.0,1429.0,1330.0,1336.0,1271.0,390.0,108.0,1430.0,1175.0,1427.0,1185.0,1274.0,1189.0,1304.0,1174.0,1170.0,1431.0,1368.0,1436.0,1164.0
108.0,1429.0,1436.0,1330.0,1293.0,1163.0,1162.0,43.0,1172.0,865.0,1431.0,1360.0,1338.0,1160.0,1430.0,1271.0,151.0,29.0,1185.0,1164.0,12.0
1331.0,1386.0,1330.0,1437.0,1304.0,20.0,164.0,793.0,1164.0,1150.0,12.0,1305.0,260.0,268.0,721.0,1163.0,109.0,1184.0,415.0,1427.0,193.0
1296.0,1429.0,1330.0,1398.0,1427.0,1162.0,1271.0,1351.0,1314.0,1332.0,1436.0,1324.0,1364.0,1338.0,1400.0,1174.0,1276.0,1160.0,1368.0,1431.0,1394.0
151.0,1330.0,1293.0,1429.0,1427.0,1162.0,1431.0,1351.0,600.0,1336.0,124.0,1338.0,1364.0,1314.0,1436.0,260.0,43.0,1305.0,1354.0,20.0,1398.0
1315.0,1427.0,1410.0,1298.0,1354.0,390.0,1185.0,1329.0,1364.0,1349.0,1324.0,1333.0,1326.0,43.0,164.0,1175.0,1165.0,260.0,1406.0,1358.0,1440.0
485.0,1330.0,1305.0,1314.0,1393.0,1274.0,1172.0,1427.0,1338.0,20.0,681.0,1354.0,1160.0,1351.0,1436.0,1332.0,1293.0,1163.0,1430.0,1165.0,1429.0
1280.0,1271.0,1150.0,732.0,151.0,193.0,1356.0,1219.0,1362.0,1435.0,1328.0,1320.0,1410.0,1368.0,1305.0,1314.0,1400.0,1166.0,1402.0,109.0,153.0
645.0,1429.0,1185.0,1330.0,124.0,1427.0,1364.0,1304.0,1170.0,151.0,1314.0,138.0,1276.0,1293.0,1054.0,600.0,933.0,1175.0,20.0,1165.0,1162.0
124.0,1429.0,1364.0,43.0,1293.0,1170.0,1431.0,1330.0,1436.0,1427.0,1398.0,1351.0,1185.0,1052.0,109.0,1276.0,1162.0,1314.0,260.0,1172.0,681.0
1191.0,1150.0,1271.0,193.0,732.0,1356.0,1280.0,1362.0,1427.0,1163.0,1274.0,1436.0,695.0,1059.0,1320.0,109.0,151.0,153.0,1328.0,1058.0,1416.0
221.0,1429.0,1330.0,1185.0,1162.0,1172.0,1436.0,1393.0,1293.0,1314.0,43.0,1305.0,1427.0,1163.0,1431.0,1368.0,1338.0,1170.0,1360.0,1351.0,1160.0
43.0,1429.0,1293.0,1172.0,29.0,1170.0,1431.0,1330.0,1162.0,1436.0,1427.0,1276.0,1305.0,12.0,109.0,1423.0,1364.0,1338.0,969.0,1360.0,1354.0
164.0,1429.0,43.0,1330.0,1431.0,1170.0,1293.0,1364.0,1018.0,1185.0,1354.0,1172.0,1162.0,1276.0,1351.0,109.0,1314.0,1427.0,1436.0,1391.0,1368.0
1171.0,1170.0,1429.0,1293.0,1172.0,1330.0,1364.0,1162.0,1431.0,1427.0,1351.0,1185.0,43.0,1160.0,1436.0,1314.0,1343.0,1304.0,1354.0,1338.0,1368.0
692.0,1330.0,1436.0,1162.0,20.0,151.0,1354.0,1170.0,1336.0,812.0,1165.0,684.0,1164.0,1429.0,124.0,969.0,1364.0,260.0,1314.0,645.0,1398.0
865.0,1393.0,1162.0,1330.0,108.0,1163.0,1436.0,1314.0,1305.0,1429.0,1293.0,1431.0,1338.0,1351.0,1160.0,221.0,943.0,1185.0,1427.0,1420.0,1432.0
1263.0,1165.0,1304.0,1330.0,1400.0,1425.0,1328.0,844.0,1368.0,673.0,1271.0,20.0,939.0,108.0,910.0,250.0,812.0,1181.0,1158.0,1405.0,821.0
400.0,1354.0,1172.0,1330.0,1160.0,1427.0,390.0,1170.0,353.0,1336.0,237.0,1351.0,681.0,33.0,1293.0,1304.0,1400.0,1396.0,1276.0,1386.0,1042.0
680.0,241.0,1162.0,1427.0,1430.0,1436.0,1317.0,1368.0,1338.0,1172.0,1305.0,681.0,12.0,1054.0,1166.0,1364.0,1431.0,1314.0,1367.0,1276.0,1398.0
1428.0,1293.0,1330.0,1429.0,1170.0,1427.0,1343.0,1431.0,1393.0,1052.0,1314.0,1338.0,1354.0,1364.0,1395.0,1351.0,1436.0,1162.0,1160.0,1172.0,43.0
1155.0,1429.0,1158.0,1394.0,1157.0,1174.0,120.0,1024.0,1185.0,193.0,1047.0,103.0,336.0,510.0,1432.0,237.0,1324.0,1364.0,1017.0,1170.0,1422.0
1225.0,1429.0,1431.0,1314.0,1405.0,1304.0,1172.0,1356.0,1328.0,1400.0,1430.0,1343.0,1351.0,1441.0,1436.0,1192.0,1164.0,1174.0,1181.0,1184.0,1330.0
33.0,1431.0,1170.0,1330.0,1429.0,725.0,1293.0,1162.0,729.0,1172.0,1314.0,43.0,151.0,124.0,1351.0,409.0,1338.0,189.0,1364.0,969.0,12.0
813.0,1330.0,1429.0,1393.0,1160.0,1162.0,1185.0,1293.0,1436.0,1368.0,1314.0,1431.0,1427.0,43.0,1174.0,1395.0,1172.0,221.0,1338.0,1430.0,1422.0
468.0,681.0,1274.0,1314.0,1338.0,1364.0,1393.0,1330.0,936.0,1305.0,1176.0,651.0,1368.0,1162.0,1423.0,1351.0,1360.0,1427.0,1429.0,379.0,1436.0
1425.0,1330.0,1165.0,1364.0,1429.0,1162.0,1304.0,1054.0,1431.0,1175.0,1263.0,725.0,409.0,1170.0,1427.0,1274.0,1172.0,124.0,1368.0,1053.0,1305.0
373.0,1058.0,943.0,732.0,151.0,1336.0,1273.0,202.0,673.0,1042.0,12.0,525.0,20.0,116.0,1184.0,665.0,260.0,744.0,1364.0,958.0,1299.0
880.0,1393.0,1162.0,732.0,1271.0,1427.0,1338.0,1368.0,1314.0,1351.0,1170.0,1293.0,1276.0,981.0,1396.0,1172.0,1330.0,930.0,1405.0,1431.0,1367.0
1318.0,1293.0,1364.0,1185.0,681.0,1343.0,1171.0,1172.0,1163.0,1336.0,1170.0,1162.0,1164.0,525.0,508.0,812.0,1420.0,213.0,1304.0,268.0,1274.0
18.0,1431.0,1436.0,1052.0,1391.0,1427.0,124.0,241.0,1430.0,98.0,1368.0,1351.0,1336.0,1160.0,1159.0,237.0,1293.0,108.0,1428.0,1332.0,43.0
502.0,1427.0,1429.0,1314.0,1343.0,1354.0,1351.0,1400.0,1431.0,1053.0,1436.0,1324.0,1158.0,1405.0,1412.0,1174.0,1437.0,1172.0,1170.0,1398.0,1185.0
486.0,1427.0,1393.0,1293.0,1422.0,1276.0,1330.0,353.0,1304.0,1368.0,1364.0,1163.0,645.0,1336.0,1305.0,1430.0,695.0,1338.0,1424.0,1360.0,50.0
521.0,1418.0,437.0,1053.0,764.0,1356.0,955.0,1396.0,720.0,1313.0,,,,,,,,,,,
205.0,1427.0,1330.0,1364.0,1276.0,1170.0,1429.0,1185.0,1172.0,1175.0,1278.0,1163.0,193.0,1047.0,1162.0,1360.0,1150.0,812.0,1314.0,336.0,1024.0
1356.0,1271.0,1219.0,1150.0,1328.0,193.0,1320.0,1330.0,1280.0,1410.0,1362.0,732.0,1170.0,1431.0,1305.0,1313.0,1166.0,1368.0,1304.0,1025.0,1351.0
732.0,1427.0,1314.0,1162.0,1351.0,1429.0,1271.0,880.0,1338.0,1368.0,1393.0,1330.0,1364.0,495.0,1367.0,1293.0,1431.0,1405.0,250.0,1052.0,1328.0
911.0,1427.0,1330.0,681.0,1368.0,1436.0,1351.0,1332.0,1429.0,1360.0,1430.0,1276.0,1338.0,1354.0,1364.0,43.0,1185.0,1386.0,1296.0,1170.0,1393.0
1426.0,1170.0,1330.0,1429.0,1427.0,1431.0,1172.0,1276.0,1351.0,1185.0,1160.0,1364.0,1165.0,1336.0,1171.0,124.0,43.0,1393.0,1360.0,1053.0,1054.0
609.0,1162.0,1271.0,1172.0,1368.0,1338.0,12.0,241.0,1305.0,1219.0,221.0,607.0,1364.0,151.0,1330.0,379.0,880.0,415.0,162.0,876.0,1317.0
278.0,1429.0,1431.0,1293.0,1364.0,43.0,1185.0,1170.0,1427.0,1330.0,164.0,1400.0,237.0,109.0,1314.0,1160.0,124.0,1354.0,1162.0,1398.0,1423.0
202.0,1429.0,1330.0,1164.0,1175.0,1436.0,1160.0,20.0,1364.0,1293.0,1163.0,1170.0,1165.0,151.0,1336.0,1351.0,812.0,1360.0,795.0,1314.0,1430.0
1074.0,1427.0,1163.0,486.0,1077.0,695.0,1059.0,1061.0,1338.0,1191.0,933.0,1314.0,353.0,645.0,1424.0,721.0,714.0,1426.0,356.0,1431.0,1436.0
805.0,250.0,732.0,1274.0,122.0,651.0,1176.0,1395.0,151.0,221.0,112.0,1317.0,1364.0,124.0,682.0,1366.0,444.0,812.0,1172.0,1360.0,33.0
